Gene	hep_dn	pberghei_dn	povale_dn	PBANKA_transcript	PocGH01_transcript
HEP_00359000	0.11077	0.04904	0.02812	PBANKA_0514000.1	PocGH01_06023000.1
HEP_00363900	0.11077	0.09038	0.08036	PBANKA_0929900.1	PocGH01_09024400.1
HEP_00423200	0.1107	0.06557	0.05542	PBANKA_1434200.1	PocGH01_14044800.1
HEP_00317400	0.11062	0.05199	0.06508	PBANKA_0207800.1	PocGH01_02016500.1
HEP_00466100	0.11042	0.17097	0.0743	PBANKA_0523600.1	PocGH01_05033500.1
HEP_00484800	0.11037	0.13631	0.09103	PBANKA_0824100.1	PocGH01_07030600.1
HEP_00364700	0.11034	0.07142	0.074	PBANKA_0615000.1	PocGH01_03021200.1
HEP_00130100	0.11028	0.08215	0.05984	PBANKA_1357700.1	PocGH01_12018300.1
HEP_00120300	0.11022	0.13291	0.13276	PBANKA_1236100.1	PocGH01_10020200.1
HEP_00093500	0.11018	0.06989	0.03974	PBANKA_1323500.1	PocGH01_12054900.1
HEP_00219500	0.10995	0.08131	0.03476	PBANKA_1141300.1	PocGH01_11015100.1
HEP_00245400	0.10994	0.05467	0.07106	PBANKA_1311500.1	PocGH01_12067100.1
HEP_00282300	0.10989	0.10623	0.07884	PBANKA_0719400.1	PocGH01_05028500.1
HEP_00130600	0.10985	0.05339	0.09361	PBANKA_1358200.1	PocGH01_12017800.1
HEP_00122000	0.10976	0.07688	0.07978	PBANKA_0414300.1	PocGH01_08032000.1
HEP_00215900	0.10971	0.0633	0.07353	PBANKA_1304400.1	PocGH01_12074300.1
HEP_00284900	0.10956	0.03285	0.03844	PBANKA_1336800.1	PocGH01_12041200.1
HEP_00189600	0.10954	0.12339	0.08784	PBANKA_1426500.1	PocGH01_14036600.1
HEP_00256100	0.10954	0.05372	0.03454	PBANKA_1321000.1	PocGH01_12057500.1
HEP_00214000	0.10953	0.13523	0.12624	PBANKA_1337100.1	PocGH01_12040900.1
HEP_00302500	0.10951	0.05162	0.04595	PBANKA_0807800.1	PocGH01_08031100.1
HEP_00440050	0.10951	0.06148	0.04169	PBANKA_1004000.1	PocGH01_03013800.1
HEP_00186900	0.10943	0.0541	0.04295	PBANKA_0834900.1	PocGH01_07041800.1
HEP_00087800	0.10941	0.05191	0.05107	PBANKA_1439400.1	PocGH01_14050200.1
HEP_00235700	0.10928	0.07913	0.07102	PBANKA_0832200.1	PocGH01_07039100.1
HEP_00364300	0.10919	0.10079	0.07527	PBANKA_1025900.1	PocGH01_13043000.1
HEP_00123300	0.10912	0.03581	0.04186	PBANKA_0205400.1	PocGH01_02014100.1
HEP_00081600	0.10901	0.09085	0.11008	PBANKA_0817600.1	PocGH01_07024000.1
HEP_00484700	0.10901	0.02492	0.02503	PBANKA_1411100.1	PocGH01_14020800.1
HEP_00035200	0.10898	0.08816	0.06273	PBANKA_1107900.1	PocGH01_10033200.1
HEP_00415000	0.10896	0.08881	0.10239	PBANKA_1226200.1	PocGH01_01023800.1
HEP_00291900	0.10878	0.08196	0.07043	PBANKA_1414700.1	PocGH01_14024300.1
HEP_00346600	0.10866	0.14622	0.10358	PBANKA_0604600.1	PocGH01_13015800.1
HEP_00067000	0.10865	0.14496	0.1777	PBANKA_1128200.1	PocGH01_11027900.1
HEP_00261800	0.10848	0.06899	0.0636	PBANKA_1126500.1	PocGH01_11029500.1
HEP_00241400	0.10847	0.01538	0.04615	PBANKA_0509800.1	PocGH01_06018700.1
HEP_00309500	0.10844	0.08091	0.07463	PBANKA_1123500.1	PocGH01_11032700.1
HEP_00132700	0.10836	0.07035	0.05398	PBANKA_1354300.1	PocGH01_12022200.1
HEP_00147100	0.10826	0.08796	0.13202	PBANKA_0617300.1	PocGH01_03023600.1
HEP_00203500	0.10807	0.08548	0.06529	PBANKA_1349500.1	PocGH01_12027500.1
HEP_00349800	0.10802	0.08461	0.0948	PBANKA_0825600.1	PocGH01_07032100.1
HEP_00145400	0.10799	0.1411	0.098	PBANKA_1312200.1	PocGH01_12066400.1
HEP_00090800	0.10795	0.06561	0.08162	PBANKA_0824700.1	PocGH01_07031200.1
HEP_00253300	0.10791	0.10188	0.07265	PBANKA_0908700.1	PocGH01_09046500.1
HEP_00425500	0.10776	0.0597	0.0553	PBANKA_1223800.1	PocGH01_01021300.1
HEP_00106200	0.10771	0.09924	0.07491	PBANKA_1442800.1	PocGH01_14053800.1
HEP_00244300	0.10745	0.12057	0.07327	PBANKA_1410700.1	PocGH01_14020300.1
HEP_00385700	0.10743	0.09478	0.04316	PBANKA_1421000.1	PocGH01_14030700.1
HEP_00411800	0.10739	0.05057	0.08441	PBANKA_0827900.1	PocGH01_07034500.1
HEP_00473000	0.10737	0.17338	0.17006	PBANKA_1024500.1	PocGH01_13041600.1
HEP_00306400	0.10735	0.03745	0.10765	PBANKA_1332500.1	PocGH01_12045500.1
HEP_00463600	0.10727	0.08387	0.04848	PBANKA_0833000.1	PocGH01_07039900.1
HEP_00161100	0.1072	0.1363	0.10703	PBANKA_0314400.1	PocGH01_04012500.1
HEP_00498200	0.10715	0.06963	0.07995	PBANKA_0507000.1	PocGH01_06015900.1
HEP_00454400	0.10709	0.07035	0.08067	PBANKA_0408600.1	PocGH01_08037800.1
HEP_00245600	0.10701	0.16195	0.06573	PBANKA_1311700.1	PocGH01_12066900.1
HEP_00018500	0.10699	0.12555	0.04362	PBANKA_0929700.1	PocGH01_09024600.1
HEP_00127900	0.10699	0.08562	0.04973	PBANKA_1300700.1	PocGH01_12078200.1
HEP_00355500	0.10687	0.05729	0.02384	PBANKA_1115300.1	PocGH01_10025800.1
HEP_00375900	0.10683	0.15252	0.10171	PBANKA_1452900.1	PocGH01_14064000.1
HEP_00313000	0.10681	0.30925	0.13013	PBANKA_0515500.1	PocGH01_06024800.1
HEP_00337900	0.1068	0.0573	0.11294	PBANKA_1015600.1	PocGH01_13031100.1
HEP_00316900	0.10679	0.11025	0.04188	PBANKA_1317500.1	PocGH01_12061100.1
HEP_00016100	0.10678	0.11567	0.15348	PBANKA_0309900.1	PocGH01_04017100.1
HEP_00267600	0.10671	0.09351	0.12915	PBANKA_1221500.1	PocGH01_01018900.1
HEP_00152600	0.10668	0.05841	0.02557	PBANKA_1410200.1	PocGH01_14019800.1
HEP_00157400	0.10662	0.06216	0.05683	PBANKA_1226800.1	PocGH01_01024500.1
HEP_00033400	0.10656	0.10271	0.04454	PBANKA_1027900.1	PocGH01_13045000.1
HEP_00110100	0.10654	0.10552	0.06091	PBANKA_1333700.1	PocGH01_12044300.1
HEP_00189100	0.10651	0.12664	0.11506	PBANKA_0923600.1	PocGH01_09030900.1
HEP_00529800	0.10651	0.0501	0.04611	PBANKA_0620200.1	PocGH01_03026200.1
HEP_00357100	0.10645	0.07311	0.05159	PBANKA_0702700.1	PocGH01_05012900.1
HEP_00210300	0.10641	0.05759	0.0442	PBANKA_0830400.1	PocGH01_07037100.1
HEP_00017600	0.10636	0.08439	0.04838	PBANKA_1419100.1	PocGH01_14028800.1
HEP_00236900	0.10633	0.08719	0.12508	PBANKA_0620000.1	PocGH01_03026000.1
HEP_00286600	0.10623	0.08248	0.0693	PBANKA_1347700.1	PocGH01_12030200.1
HEP_00077200	0.10613	0.02	0.07912	PBANKA_1103100.1	PocGH01_10038000.1
HEP_00016900	0.10611	0.0294	0.01521	PBANKA_0416600.1	PocGH01_07012200.1
HEP_00142700	0.10611	0.07718	0.02454	PBANKA_0901700.1	PocGH01_09053400.1
HEP_00042500	0.10604	0.08708	0.12332	PBANKA_0717600.1	PocGH01_05027700.1
HEP_00267300	0.10595	0.05731	0.06499	PBANKA_1221200.1	PocGH01_01018600.1
HEP_00148200	0.10588	0.09562	0.07299	PBANKA_0922700.1	PocGH01_09031900.1
HEP_00401100	0.10586	0.16085	0.06234	PBANKA_1038600.1	PocGH01_13056200.1
HEP_00356600	0.10585	0.10331	0.02627	PBANKA_1208000.1	PocGH01_08017900.1
HEP_00477000	0.10576	0.0852	0.10183	PBANKA_1233400.1	PocGH01_10023000.1
HEP_00490300	0.10567	0.14417	0.11309	PBANKA_0834700.1	PocGH01_07041600.1
HEP_00022400	0.10554	0.04869	0.05631	PBANKA_0709300.1	PocGH01_05019400.1
HEP_00280500	0.10551	0.17673	0.13596	PBANKA_1460300.1	PocGH01_14071900.1
HEP_00201000	0.10541	0.08264	0.03042	PBANKA_0936900.1	PocGH01_09017000.1
HEP_00153700	0.10528	0.08566	0.05601	PBANKA_0720900.1	PocGH01_05030000.1
HEP_00128900	0.1052	0.0663	0.06426	PBANKA_1140500.1	PocGH01_11016000.1
HEP_00263600	0.1052	0.08715	0.08063	PBANKA_1362000.1	PocGH01_12014000.1
HEP_00083800	0.10513	0.06945	0.06406	PBANKA_1423100.1	PocGH01_14033100.1
HEP_00046600	0.10508	0.07681	0.07063	PBANKA_1319200.1	PocGH01_12059300.1
HEP_00258600	0.10505	0.09602	0.03943	PBANKA_0512000.1	PocGH01_06020900.1
HEP_00499500	0.10503	0.13791	0.11489	PBANKA_0518000.1	PocGH01_06027200.1
HEP_00480000	0.10496	0.04265	0.14928	PBANKA_0721700.1	PocGH01_05030800.1
HEP_00292500	0.10469	0.09094	0.1375	PBANKA_1322800.1	PocGH01_12055700.1
HEP_00453100	0.10459	0.08147	0.05344	PBANKA_0823900.1	PocGH01_07030400.1
HEP_00150600	0.10446	0.11533	0.06959	PBANKA_0943400.1	PocGH01_09010300.1
HEP_00105000	0.10445	0.08583	0.0504	PBANKA_0203100.1	PocGH01_02011700.1
HEP_00318800	0.10437	0.09771	0.06854	PBANKA_1027000.1	PocGH01_13044100.1
HEP_00076900	0.10432	0.0266	0.03886	PBANKA_1103400.1	PocGH01_10037700.1
HEP_00393400	0.10425	0.06499	0.05355	PBANKA_0810700.1	PocGH01_07017000.1
HEP_00429500	0.10421	0.11294	0.07835	PBANKA_1107300.1	PocGH01_10033800.1
HEP_00404400	0.10417	0.05812	0.0401	PBANKA_1364300.1	PocGH01_12011600.1
HEP_00206900	0.10398	0.13495	0.07465	PBANKA_0836100.1	PocGH01_07043000.1
HEP_00147300	0.10389	0.06011	0.1001	PBANKA_0617500.1	PocGH01_03023800.1
HEP_00526700	0.10387	0.22314	0.07051	PBANKA_1331000.1	PocGH01_12047100.1
HEP_00375400	0.1038	0.0636	0.03477	PBANKA_0306300.1	PocGH01_04020800.1
HEP_00420900	0.1038	0.0812	0.07404	PBANKA_1348800.1	PocGH01_12029000.1
HEP_00311000	0.10376	0.04846	0.06338	PBANKA_1224400.1	PocGH01_01021900.1
HEP_00377900	0.10376	0.10369	0.11477	PBANKA_0514700.1	PocGH01_06023800.1
HEP_00400200	0.10376	0.17158	0.09589	PBANKA_0602900.1	PocGH01_13014000.1
HEP_00102600	0.10372	0.1551	0.07275	PBANKA_0110300.1	PocGH01_11044900.1
HEP_00499100	0.10372	0.05057	0.10372	PBANKA_0303100.1	PocGH01_04024400.1
HEP_00524800	0.10366	0.04422	0.12901	PBANKA_0811800.1	PocGH01_07018200.1
HEP_00044100	0.10353	0.05402	0.03656	PBANKA_1450700.1	PocGH01_14061700.1
HEP_00112000	0.10353	0.07594	0.11483	PBANKA_0402200.1	PocGH01_08044300.1
HEP_00214100	0.10352	0.08298	0.0549	PBANKA_1337200.1	PocGH01_12040800.1
HEP_00110900	0.10339	0.08913	0.05065	PBANKA_1334700.1	PocGH01_12043300.1
HEP_00287900	0.10339	0.04964	0.03587	PBANKA_1116500.1	PocGH01_11039900.1
HEP_00144200	0.10329	0.0784	0.06157	PBANKA_0411400.1	PocGH01_08034900.1
HEP_00082600	0.10323	0.08026	0.11401	PBANKA_1021300.1	PocGH01_13037800.1
HEP_00229900	0.10323	0.11726	0.1083	PBANKA_1324700.1	PocGH01_12053800.1
HEP_00258900	0.1032	0.13906	0.06823	PBANKA_1359100.1	PocGH01_12016900.1
HEP_00115300	0.10315	0.09213	0.05949	PBANKA_0303800.1	PocGH01_04023700.1
HEP_00017700	0.10313	0.13561	0.06381	PBANKA_1452600.1	PocGH01_14063700.1
HEP_00193700	0.10313	0.02766	0.04005	PBANKA_1326400.1	PocGH01_12052000.1
HEP_00405200	0.10313	0.12273	0.10559	PBANKA_1332300.1	PocGH01_12045700.1
HEP_00157300	0.10309	0.09621	0.08338	PBANKA_1226900.1	PocGH01_01024600.1
HEP_00316400	0.10304	0.07733	0.06326	PBANKA_1002900.1	PocGH01_03012700.1
HEP_00247300	0.10303	0.04942	0.07664	PBANKA_1307700.1	PocGH01_12071000.1
HEP_00098600	0.10301	0.08837	0.06184	PBANKA_0214300.1	PocGH01_02023100.1
HEP_00311800	0.10297	0.16704	0.0829	PBANKA_1431600.1	PocGH01_14042000.1
HEP_00330200	0.10293	0.00808	0.05183	PBANKA_0507100.1	PocGH01_06016000.1
HEP_00490900	0.10293	0.13399	0.11011	PBANKA_0808900.1	PocGH01_07014900.1
HEP_00075400	0.10287	0.05483	0.05666	PBANKA_1314600.1	PocGH01_12064000.1
HEP_00045000	0.10285	0.08346	0.06223	PBANKA_0417400.1	PocGH01_07011400.1
HEP_00201700	0.10283	0.07565	0.06772	PBANKA_1405800.1	PocGH01_14015400.1
HEP_00218200	0.10276	0.0646	0.14882	PBANKA_1012000.1	PocGH01_13027400.1
HEP_00307700	0.10276	0.06018	0.05937	PBANKA_1112800.1	PocGH01_10028400.1
HEP_00290200	0.10268	0.10414	0.32749	PBANKA_1406600.1	PocGH01_14016200.1
HEP_00306700	0.10252	0.09297	0.08383	PBANKA_1332900.1	PocGH01_12045100.1
HEP_00454100	0.10246	0.05875	0.00954	PBANKA_0942100.1	PocGH01_09011600.1
HEP_00488600	0.10239	0.11144	0.09408	PBANKA_0600500.1	PocGH01_13011700.1
HEP_00244200	0.10235	0.08471	0.07887	PBANKA_1410800.1	PocGH01_14020400.1
HEP_00390800	0.10233	0.07908	0.10344	PBANKA_1302700.1	PocGH01_12076000.1
HEP_00257800	0.10229	0.04843	0.02974	PBANKA_1320400.1	PocGH01_12058100.1
HEP_00005500	0.10227	0.12761	0.11474	PBANKA_0106800.1	PocGH01_11048500.1
HEP_00264200	0.10223	0.05977	0.06279	PBANKA_1412800.1	PocGH01_14022400.1
HEP_00099700	0.10212	0.14952	0.10026	PBANKA_0111400.1	PocGH01_11043800.1
HEP_00241500	0.10206	0.13575	0.11891	PBANKA_0509900.1	PocGH01_06018800.1
HEP_00261600	0.10201	0.06783	0.06525	PBANKA_1217300.1	PocGH01_08027300.1
HEP_00151900	0.10175	0.0683	0.05073	PBANKA_0935400.1	PocGH01_09018500.1
HEP_00271700	0.10161	0.14281	0.08407	PBANKA_0112000.1	PocGH01_11043200.1
HEP_00262600	0.10159	0.10208	0.04541	PBANKA_0934200.1	PocGH01_09019700.1
HEP_00264300	0.10144	0.14214	0.04117	PBANKA_1412900.1	PocGH01_14022500.1
HEP_00299700	0.10132	0.09598	0.04643	PBANKA_1358800.1	PocGH01_12017200.1
HEP_00201600	0.10126	0.15929	0.11657	PBANKA_1405900.1	PocGH01_14015500.1
HEP_00455900	0.10122	0.0915	0.08379	PBANKA_0620700.1	PocGH01_03026700.1
HEP_00040500	0.10117	0.07564	0.05314	PBANKA_0801000.1	PocGH01_01011100.1
HEP_00334600	0.10113	0.30481	0.1404	PBANKA_1001500.1	PocGH01_03011200.1
HEP_00411600	0.10108	0.06119	0.05992	PBANKA_0827700.1	PocGH01_07034300.1
HEP_00053900	0.101	0.05657	0.02967	PBANKA_1218500.1	PocGH01_08028500.1
HEP_00194600	0.101	0.08506	0.07479	PBANKA_1126700.1	PocGH01_11029300.1
HEP_00453700	0.101	0.11796	0.07221	PBANKA_0615600.1	PocGH01_03021800.1
HEP_00276400	0.10069	0.06277	0.04769	PBANKA_1006700.1	PocGH01_03016500.1
HEP_00293200	0.10069	0.04902	0.03364	PBANKA_1142000.1	PocGH01_11014400.1
HEP_00477200	0.10058	0.1032	0.1594	PBANKA_1135500.1	PocGH01_11021300.1
HEP_00283500	0.10054	0.08942	0.13202	PBANKA_1015900.1	PocGH01_13031400.1
HEP_00048300	0.10053	0.06044	0.05691	PBANKA_1033200.1	PocGH01_13050600.1
HEP_00447900	0.10052	0.15691	0.18901	PBANKA_0828000.1	PocGH01_07034600.1
HEP_00269600	0.1005	0.12363	0.1475	PBANKA_0609800.1	PocGH01_13021300.1
HEP_00340800	0.10042	0.106	0.06255	PBANKA_1321800.1	PocGH01_12056700.1
HEP_00262900	0.10031	0.05189	0.0822	PBANKA_0933900.1	PocGH01_09020000.1
HEP_00461800	0.10031	0.05283	0.09787	PBANKA_0714600.1	PocGH01_05024700.1
HEP_00271400	0.10002	0.17164	0.06989	PBANKA_0412700.1	PocGH01_08033500.1
HEP_00417800	0.10002	0.12495	0.06952	PBANKA_1035200.1	PocGH01_13052600.1
HEP_00079100	0.10001	0.04118	0.03093	PBANKA_0807000.1	PocGH01_08030300.1
HEP_00465200	0.10001	0.02641	0.03664	PBANKA_0614500.1	PocGH01_03020700.1
HEP_00271800	0.09997	0.04884	0.07781	PBANKA_0111200.1	PocGH01_11044000.1
HEP_00047400	0.09984	0.0837	0.08549	PBANKA_0805600.1	PocGH01_01016200.1
HEP_00221200	0.09982	0.05808	0.06162	PBANKA_0604800.1	PocGH01_13016100.1
HEP_00269400	0.09973	0.0982	0.13693	PBANKA_0610000.1	PocGH01_13021500.1
HEP_00023900	0.09952	0.13678	0.22455	PBANKA_0708600.1	PocGH01_05018700.1
HEP_00374500	0.09951	0.12876	0.12131	PBANKA_0110700.1	PocGH01_11044500.1
HEP_00028800	0.0994	0.06894	0.06097	PBANKA_0819200.1	PocGH01_07025600.1
HEP_00291200	0.09922	0.07033	0.04176	PBANKA_1338100.1	PocGH01_12039700.1
HEP_00304900	0.09919	0.05505	0.02764	PBANKA_1353500.1	PocGH01_12023000.1
HEP_00439200	0.09917	0.12971	0.11359	PBANKA_0721100.1	PocGH01_05030200.1
HEP_00195200	0.09915	0.09062	0.07976	PBANKA_0818500.1	PocGH01_07024900.1
HEP_00012700	0.09913	0.12045	0.05039	PBANKA_0408100.1	PocGH01_08038400.1
HEP_00101200	0.09903	0.07449	0.08672	PBANKA_1004700.1	PocGH01_03014500.1
HEP_00124900	0.09899	0.07226	0.05484	PBANKA_1316600.1	PocGH01_12062000.1
HEP_00353500	0.09887	0.06363	0.08524	PBANKA_1438700.1	PocGH01_14049500.1
HEP_00284000	0.09879	0.08619	0.07576	PBANKA_1142500.1	PocGH01_11014000.1
HEP_00490600	0.09871	0.04815	0.03335	PBANKA_0717000.1	PocGH01_05027100.1
HEP_00104800	0.09861	0.10475	0.07629	PBANKA_0203900.1	PocGH01_02012600.1
HEP_00255800	0.09846	0.08223	0.04679	PBANKA_0316000.1	PocGH01_04010600.1
HEP_00022100	0.09845	0.13753	0.07125	PBANKA_1308800.1	PocGH01_12069800.1
HEP_00168400	0.09837	0.06713	0.0617	PBANKA_1416900.1	PocGH01_14026500.1
HEP_00221500	0.09832	0.11304	0.16301	PBANKA_0943000.1	PocGH01_09010700.1
HEP_00036500	0.09831	0.11729	0.11046	PBANKA_0706000.1	PocGH01_05016300.1
HEP_00073000	0.09823	0.10273	0.06855	PBANKA_0315900.1	PocGH01_04010700.1
HEP_00016400	0.09816	0.06486	0.04649	PBANKA_0416100.1	PocGH01_07012700.1
HEP_00057800	0.09806	0.08233	0.10198	PBANKA_1132200.1	PocGH01_11023700.1
HEP_00158300	0.09805	0.08324	0.04099	PBANKA_1437700.1	PocGH01_14048500.1
HEP_00345500	0.09804	0.12687	0.08049	PBANKA_1348000.1	PocGH01_12029800.1
HEP_00059100	0.09802	0.05243	0.0698	PBANKA_1326000.1	PocGH01_12052500.1
HEP_00367500	0.09795	0.07681	0.05689	PBANKA_0923200.1	PocGH01_09031400.1
HEP_00014400	0.09779	0.14973	0.12808	PBANKA_1036800.1	PocGH01_13054200.1
HEP_00163300	0.09774	0.0335	0.02696	PBANKA_0415200.1	PocGH01_07013600.1
HEP_00380500	0.09772	0.08194	0.05119	PBANKA_1447600.1	PocGH01_14058600.1
HEP_00362900	0.09769	0.04705	0.07251	PBANKA_0607600.1	PocGH01_13019100.1
HEP_00118200	0.09763	0.08546	0.1156	PBANKA_1458500.1	PocGH01_14069900.1
HEP_00075600	0.09756	0.02958	0.0234	PBANKA_1232500.1	PocGH01_10023900.1
HEP_00382300	0.09754	0.06288	0.07301	PBANKA_1020400.1	PocGH01_13036900.1
HEP_00416500	0.09709	0.0963	0.10486	PBANKA_0826100.1	PocGH01_07032700.1
HEP_00100800	0.09706	0.13823	0.06332	PBANKA_1444600.1	PocGH01_14055600.1
HEP_00343500	0.09692	0.10465	0.12487	PBANKA_1216600.1	PocGH01_08026600.1
HEP_00494400	0.0969	0.072	0.0485	PBANKA_1432900.1	PocGH01_14043400.1
HEP_00102300	0.09683	0.07314	0.06605	PBANKA_1224100.1	PocGH01_01021600.1
HEP_00143900	0.09682	0.06243	0.08624	PBANKA_0919800.1	PocGH01_09034800.1
HEP_00243100	0.09681	0.08755	0.11251	PBANKA_1412100.1	PocGH01_14021800.1
HEP_00031200	0.09669	0.14683	0.08564	PBANKA_0512900.1	PocGH01_06021800.1
HEP_00483750	0.09668	0.15721	0.0559	PBANKA_1331100.1	PocGH01_12047000.1
HEP_00020900	0.09667	0.08653	0.0722	PBANKA_1309100.1	PocGH01_12069500.1
HEP_00368300	0.09666	0.08139	0.03582	PBANKA_0412200.1	PocGH01_08034000.1
HEP_00100100	0.09665	0.0703	0.06424	PBANKA_1013200.1	PocGH01_13028600.1
HEP_00054700	0.09658	0.0886	0.05009	PBANKA_1454100.1	PocGH01_14065300.1
HEP_00305800	0.09658	0.1096	0.05839	PBANKA_1315200.1	PocGH01_12063400.1
HEP_00299400	0.09657	0.01723	0.0107	PBANKA_1131000.1	PocGH01_11025100.1
HEP_00361300	0.09654	0.14966	0.07701	PBANKA_0829700.1	PocGH01_07036400.1
HEP_00206700	0.09653	0.05408	0.08542	PBANKA_1125500.1	PocGH01_11030600.1
HEP_00093400	0.09625	0.06841	0.03178	PBANKA_1323400.1	PocGH01_12055000.1
HEP_00298900	0.09624	0.04903	0.05679	PBANKA_1110100.1	PocGH01_10031000.1
HEP_00045500	0.09622	0.03418	0.0709	PBANKA_0416900.1	PocGH01_07011900.1
HEP_00438000	0.09617	0.08901	0.03691	PBANKA_1117700.1	PocGH01_11038800.1
HEP_00503200	0.09616	0.0662	0.14912	PBANKA_1015500.1	PocGH01_13031000.1
HEP_00222000	0.09613	0.02365	0.01756	PBANKA_1238400.1	PocGH01_10018100.1
HEP_00119400	0.09612	0.07571	0.07553	PBANKA_1461100.1	PocGH01_14072800.1
HEP_00230200	0.09607	0.14598	0.1655	PBANKA_0927500.1	PocGH01_09027000.1
HEP_00299300	0.09593	0.08027	0.11586	PBANKA_1130900.1	PocGH01_11025200.1
HEP_00227000	0.09583	0.09791	0.04026	PBANKA_1204300.1	PocGH01_08014000.1
HEP_00270000	0.09579	0.06601	0.06949	PBANKA_1105100.1	PocGH01_10036000.1
HEP_00077500	0.09562	0.10447	0.04715	PBANKA_1110300.1	PocGH01_10030800.1
HEP_00203800	0.09551	0.04454	0.02555	PBANKA_1019500.1	PocGH01_13035700.1
HEP_00347200	0.09547	0.0879	0.16294	PBANKA_0620500.1	PocGH01_03026500.1
HEP_00517900	0.09539	0.14649	0.11625	PBANKA_0610500.1	PocGH01_13022000.1
HEP_00191300	0.09534	0.08585	0.03449	PBANKA_1137700.1	PocGH01_11018900.1
HEP_00494500	0.09528	0.13132	0.04073	PBANKA_1013100.1	PocGH01_13028500.1
HEP_00330700	0.09526	0.04502	0.03814	PBANKA_1305300.1	PocGH01_12073400.1
HEP_00063300	0.09517	0.0504	0.03825	PBANKA_0822700.1	PocGH01_07029200.1
HEP_00226900	0.09515	0.03927	0.04857	PBANKA_1204800.1	PocGH01_08014500.1
HEP_00104900	0.09509	0.08796	0.08361	PBANKA_0203800.1	PocGH01_02012500.1
HEP_00531600	0.09503	0.11811	0.07309	PBANKA_1102400.1	PocGH01_10039800.1
HEP_00053800	0.09498	0.05612	0.06372	PBANKA_1409700.1	PocGH01_14019300.1
HEP_00224300	0.0948	0.04116	0.03265	PBANKA_1220400.1	PocGH01_01017800.1
HEP_00254200	0.09464	0.08926	0.10048	PBANKA_1356500.1	PocGH01_12019600.1
HEP_00329000	0.0946	0.11039	0.09952	PBANKA_1010200.1	PocGH01_13025700.1
HEP_00425800	0.09457	0.09782	0.05793	PBANKA_0712300.1	PocGH01_05022400.1
HEP_00128800	0.09445	0.00547	0.00741	PBANKA_1140600.1	PocGH01_11015800.1
HEP_00148400	0.09415	0.08568	0.03794	PBANKA_0911800.1	PocGH01_09043300.1
HEP_00046100	0.09406	0.06575	0.05391	PBANKA_1320700.1	PocGH01_12057800.1
HEP_00289700	0.094	0.05061	0.04169	PBANKA_1009500.1	PocGH01_13025000.1
HEP_00484300	0.0939	0.03098	0.01824	PBANKA_0920000.1	PocGH01_09034600.1
HEP_00396600	0.09375	0.0581	0.08188	PBANKA_0212400.1	PocGH01_02021200.1
HEP_00482000	0.09369	0.08991	0.05742	PBANKA_1346600.1	PocGH01_12031300.1
HEP_00451400	0.09367	0.07037	0.05584	PBANKA_0615400.1	PocGH01_03021600.1
HEP_00029200	0.09366	0.09256	0.08115	PBANKA_0820600.1	PocGH01_07027100.1
HEP_00222600	0.09365	0.05068	0.04174	PBANKA_1111900.1	PocGH01_10029300.1
HEP_00068700	0.09351	0.07537	0.05062	PBANKA_1215000.1	PocGH01_08025000.1
HEP_00460100	0.0935	0.13312	0.06887	PBANKA_1354000.1	PocGH01_12022500.1
HEP_00322700	0.09347	0.07135	0.07052	PBANKA_1361500.1	PocGH01_12014500.1
HEP_00234600	0.09344	0.07968	0.08984	PBANKA_1350600.1	PocGH01_12026200.1
HEP_00346200	0.09344	0.0568	0.04616	PBANKA_1447700.1	PocGH01_14058700.1
HEP_00300600	0.09336	0.02764	0.04273	PBANKA_1463400.1	PocGH01_14075000.1
HEP_00247400	0.09331	0.04915	0.04562	PBANKA_1307800.1	PocGH01_12070900.1
HEP_00195500	0.09328	0.07462	0.09418	PBANKA_1462900.1	PocGH01_14074500.1
HEP_00112400	0.0932	0.07996	0.02862	PBANKA_1024800.1	PocGH01_13041900.1
HEP_00159200	0.09313	0.06473	0.04943	PBANKA_0814200.1	PocGH01_07020600.1
HEP_00358800	0.09313	0.12895	0.0875	PBANKA_0608400.1	PocGH01_13019900.1
HEP_00373900	0.09296	0.07443	0.04862	PBANKA_1115500.1	PocGH01_10025600.1
HEP_00365500	0.09288	0.07038	0.05187	PBANKA_0602600.1	PocGH01_13013800.1
HEP_00387000	0.09281	0.05676	0.04819	PBANKA_0937400.1	PocGH01_09016500.1
HEP_00086900	0.09277	0.10806	0.04408	PBANKA_1421300.1	PocGH01_14031300.1
HEP_00007700	0.09273	0.11145	0.13533	PBANKA_1450000.1	PocGH01_14061000.1
HEP_00477400	0.0927	0.07415	0.1153	PBANKA_0309800.1	PocGH01_04017200.1
HEP_00245300	0.09238	0.03948	0.03322	PBANKA_1123400.1	PocGH01_11032800.1
HEP_00210900	0.09231	0.05034	0.05191	PBANKA_1210900.1	PocGH01_08020900.1
HEP_00171700	0.09222	0.04953	0.04145	PBANKA_0906200.1	PocGH01_09049000.1
HEP_00352400	0.09219	0.04469	0.05581	PBANKA_0505200.1	PocGH01_06014100.1
HEP_00188300	0.09215	0.14695	0.05159	PBANKA_1210800.1	PocGH01_08020800.1
HEP_00037700	0.09212	0.01576	0.04545	PBANKA_0403900.1	PocGH01_08042800.1
HEP_00360900	0.09212	0.13343	0.08099	PBANKA_0400900.1	PocGH01_08045600.1
HEP_00288000	0.09206	0.10998	0.10455	PBANKA_0523300.1	PocGH01_05033200.1
